trialNumberGlobal,trialNumberBlock,blockNumber,timeExperiment,timeBlock,reactionTime,blockType,fireType,targetType,numDistractors,numDistractorsSing,blockFirePosition,targetPosition,trialFirePosition,
462,462,0,1331.027,1271.959,4.894066,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 2.0)","(0.0, 0.0, 0.0)",
463,463,0,1333.541,1274.472,4.894066,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 3.0, 15.0)","(-6.0, 3.0, 16.0)",
464,464,0,1336.188,1277.119,0.0469243,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 2.0, 11.0)","(1.0, 2.0, 6.0)",
465,465,0,1339.069,1280,0.3576614,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 2.0, 4.0)","(0.0, 0.0, 0.0)",
466,466,0,1342.744,1283.675,1.910607,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 2.0, 9.0)","(0.0, 0.0, 0.0)",
467,467,0,1345.803,1286.734,1.810875,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 1.0)","(0.0, 0.0, 0.0)",
468,468,0,1347.935,1288.867,0.2994087,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
469,469,0,1350.159,1291.09,0.2994087,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
470,470,0,1352.303,1293.234,0.8230877,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
471,471,0,1353.812,1294.743,0.8230877,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
472,472,0,1356.28,1297.212,0.6742475,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
473,473,0,1357.922,1298.854,0.6742475,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
474,474,0,1360.021,1300.952,1.943709,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 2.0, 12.0)","(0.0, 0.0, 0.0)",
475,475,0,1362.602,1303.533,0.2007493,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
476,476,0,1365.048,1305.98,0.2007493,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 1.0, 7.0)","(-16.0, 2.0, 17.0)",
477,477,0,1367.271,1308.202,0.8288836,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 10.0)","(0.0, 0.0, 0.0)",
478,478,0,1368.879,1309.811,0.8288836,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 12.0)","(0.0, 0.0, 0.0)",
479,479,0,1371.445,1312.376,0.1065325,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
480,480,0,1375.658,1316.589,2.435906,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
481,481,0,1378.139,1319.07,0.591598,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
482,482,0,1380.451,1321.382,0.591598,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
483,483,0,1384.587,1325.518,2.570869,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 4.0, 13.0)","(5.0, 2.0, 16.0)",
484,484,0,1387.721,1328.652,0.6779476,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
485,485,0,1390.001,1330.932,0.6779476,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 16.0)","(0.0, 0.0, 0.0)",
486,486,0,1392.369,1333.3,2.156211,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
487,487,0,1394.491,1335.422,1.889152,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
